"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 14:12:41 BRT 2024","Mon Feb 19 14:12:45 BRT 2024","3736","","","","","","Deve abrir a guia para os cursos extensivos",""
